EXPEDIENTE;TIPO;REGIÓN;PROVINCIA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD;SECTOR_PROD
152885;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;4;5407669,88;1398990,61;446617,17;114205,82;INMOBILIARIA
81981;ANÓNIMA;COSTA;GUAYAS;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;314657,38;161593,77;0;112176,47;INMOBILIARIA
146153;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MEDIANA;SOCIETARIO;45;492629,6;128702,15;1391846,59;111879,69;INMOBILIARIA
44632;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;2472025,08;1654208,8;480000;111673,08;INMOBILIARIA
166479;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;10;2937522,37;2836974;366091,2;106336,94;INMOBILIARIA
129995;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;6;458469,75;112130,77;3022772,77;105472,09;INMOBILIARIA
25364;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;1084656,11;1052507,98;20734,32;104376,06;INMOBILIARIA
169361;ANÓNIMA;SIERRA;AZUAY;CUENCA;PEQUEÑA;SOCIETARIO;10;3112295,22;673648,86;497897,06;103298,08;INMOBILIARIA
90749;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;2;1467910,48;613830,1;429240;103197,21;INMOBILIARIA
706360;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;8;636569,17;245694,22;260520,91;103114,3;INMOBILIARIA
72698;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MEDIANA;SOCIETARIO;74;1029671,64;404734,86;1177931,02;102874,8;INMOBILIARIA
135676;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;5;1835204,62;787006,58;184220,1;100439,75;INMOBILIARIA
130934;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;GRANDE;SOCIETARIO;159;1524032,98;923988,66;2298879;99373,85;INMOBILIARIA
70332;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;14;811486,32;792292,93;156000;99367,64;INMOBILIARIA
57545;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;2408988,24;2170817,81;0;99365,67;INMOBILIARIA
155155;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;8;650148,09;421714,67;284912,12;99101,55;INMOBILIARIA
43673;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;1585309,82;99599,99;361438,34;98799,99;INMOBILIARIA
117107;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;187512,9;124948,27;70084,55;98273,39;INMOBILIARIA
143892;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;6;411646,74;328424,76;181701,6;96869,51;INMOBILIARIA
703810;ANÓNIMA;SIERRA;PICHINCHA;QUITO;PEQUEÑA;SOCIETARIO;3;2279166,85;157080,48;333000;96564,43;INMOBILIARIA
135490;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;2967517,82;283332,81;113125;96043,39;INMOBILIARIA
