EXPEDIENTE;TIPO;REGIÓN;PROVINCIA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD;SECTOR_PROD
183529;ANÓNIMA;COSTA;SANTA ELENA;LA LIBERTAD;MICROEMPRESA;SOCIETARIO;3;1144,32;1144,32;0;-69,21;CONSTRUCCIÓN
105763;RESPONSABILIDAD LIMITADA;SIERRA;TUNGURAHUA;AMBATO;MICROEMPRESA;SOCIETARIO;4;19812,95;2812,95;30961,07;-70,13;CONSTRUCCIÓN
160879;ANÓNIMA;SIERRA;PICHINCHA;CAYAMBE;MICROEMPRESA;SOCIETARIO;3;0;-94,66;0;-70,45;CONSTRUCCIÓN
700881;SUCURSAL EXTRANJERA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;1827,16;-2792,03;0;-74,92;CONSTRUCCIÓN
309043;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;5;1350;922,74;20075;-77,26;CONSTRUCCIÓN
144386;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;252220,4;1814,23;0;-81,21;CONSTRUCCIÓN
109753;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;435288,41;321707,22;440824,6;-81,7;CONSTRUCCIÓN
309267;ANÓNIMA;SIERRA;PICHINCHA;CALDERÓN (CARAPUNGO);MICROEMPRESA;SOCIETARIO;4;5319,54;311,14;0;-88,86;CONSTRUCCIÓN
179059;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;751,88;-675,8;0;-89,25;CONSTRUCCIÓN
720389;RESPONSABILIDAD LIMITADA;SIERRA;AZUAY;GUALACEO;MICROEMPRESA;SOCIETARIO;4;313,9;309,66;0;-90,34;CONSTRUCCIÓN
716846;RESPONSABILIDAD LIMITADA;SIERRA;LOJA;LOJA;MICROEMPRESA;SOCIETARIO;4;1000;901,1;0;-98,9;CONSTRUCCIÓN
128043;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;576,18;476,18;0;-100;CONSTRUCCIÓN
178802;RESPONSABILIDAD LIMITADA;ORIENTE;SUCUMBIOS;SHUSHUFINDI;MICROEMPRESA;SOCIETARIO;4;6123,96;6123,96;0;-100;CONSTRUCCIÓN
305139;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;16956,21;15867,53;0;-107,18;CONSTRUCCIÓN
89291;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;9;165870,62;-1761,03;80039,32;-111,32;CONSTRUCCIÓN
168053;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;21214,45;21214,45;0,05;-116,12;CONSTRUCCIÓN
703069;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;3210,52;2369,72;162762,94;-118,58;CONSTRUCCIÓN
123743;ANÓNIMA;COSTA;SANTA ELENA;LA LIBERTAD;MICROEMPRESA;SOCIETARIO;4;8195,68;1269,35;200;-118,99;CONSTRUCCIÓN
173290;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;742,46;709,67;0;-120;CONSTRUCCIÓN
719764;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;558,07;474,99;431,07;-125,01;CONSTRUCCIÓN
179624;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1404,88;-311,77;0;-127,33;CONSTRUCCIÓN
105870;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;24917,72;23672,22;5750;-128,15;CONSTRUCCIÓN
64015;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;94083,82;3911,8;0;-130;CONSTRUCCIÓN
172643;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;18;28135;27235;282265,25;-137,74;CONSTRUCCIÓN
308411;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;73604,39;645,48;21085,37;-154,52;CONSTRUCCIÓN
716290;RESPONSABILIDAD LIMITADA;ORIENTE;NAPO;OYACACHI;MICROEMPRESA;SOCIETARIO;3;61858,9;636,78;14276,44;-167,22;CONSTRUCCIÓN
703247;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;6;365811,87;578,41;0;-171,59;CONSTRUCCIÓN
92845;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;51627;2709,35;0;-173,91;CONSTRUCCIÓN
132561;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;11420,31;10866,16;18074,95;-178,96;CONSTRUCCIÓN
306733;RESPONSABILIDAD LIMITADA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;5;3973,52;3801,3;0;-183,45;CONSTRUCCIÓN
132766;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;11;175093,93;170851,66;229462,89;-186,38;CONSTRUCCIÓN
84975;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;870,64;610;0;-190;CONSTRUCCIÓN
718341;RESPONSABILIDAD LIMITADA;SIERRA;AZUAY;CUENCA;MICROEMPRESA;SOCIETARIO;4;1664,37;254,16;3118,04;-195,84;CONSTRUCCIÓN
147585;ANÓNIMA;COSTA;GUAYAS;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;13112,42;4622,46;162650;-197,45;CONSTRUCCIÓN
703693;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;4;269156;168550;0;-200;CONSTRUCCIÓN
709562;ANÓNIMA;SIERRA;PICHINCHA;QUITO;MICROEMPRESA;SOCIETARIO;3;8264,36;8264,36;0;-201,49;CONSTRUCCIÓN
718622;RESPONSABILIDAD LIMITADA;SIERRA;CAÑAR;CAÑAR;MICROEMPRESA;SOCIETARIO;4;5324,99;5291,99;0;-208,01;CONSTRUCCIÓN
